YEAR,Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Malta,Netherlands,Poland,Portugal,Romania,Slovakia,Slovenia,Spain,Sweden,United Kingdom,Croatia,Switzerland,Norway
2034,6.180395478,10.61207327,8.918422239,6.05029518,13.35509574,4.717110156,27.29688487,10.204184,4.938075706,9.191414909,8.351281016,6.518481346,10.17788237,4.627009107,6.391978943,8.360855543,10.19174399,4.721299071,7.101967441,18.33918472,3.681828715,7.472666019,5.379328077,7.217058104,4.054168172,1.97365914,6.643888056,6.00085321,4.64808881,0.956503765
2035,5.286052557,8.989443795,7.607216639,5.220168078,11.23780161,4.057410567,23.39233359,8.836641802,4.23640494,7.866988329,7.116721606,5.577718003,8.696343492,3.956921154,5.457235746,7.167173886,8.767584821,4.044758466,6.059745844,15.70726132,3.215105835,6.386802762,4.63431207,6.156728274,3.514317012,1.720827865,5.630739872,5.124294993,3.966635153,0.783589828
2036,4.415961144,7.428848314,6.332392527,4.396219302,9.219896303,3.411989026,19.52939092,7.464017068,3.551528518,6.570699667,5.917808937,4.660389109,7.247947465,3.308654836,4.552676953,5.994505514,7.354354999,3.377660182,5.047332815,13.11751045,2.746235885,5.329079812,3.903290409,5.127050567,2.979667531,1.473558464,4.65957642,4.273566795,3.312186114,0.650131572
2037,3.588687907,5.960996024,5.120809385,3.598581152,7.339293698,2.79493825,15.79801373,6.11919042,2.898625378,5.32647891,4.780579081,3.786641359,5.864190525,2.695892489,3.69585243,4.869312852,5.984341144,2.75024342,4.085956772,10.62544482,2.286491035,4.321789992,3.201037644,4.149875582,2.462173256,1.237345962,3.750088098,3.466515396,2.69771844,0.551897274
2038,2.867154256,4.691503761,4.064161586,2.893357873,5.725526194,2.254214878,12.50184021,4.917442992,2.327997827,4.23449439,3.790812504,3.023567699,4.652406317,2.164069058,2.950128189,3.880546789,4.769961555,2.212599489,3.248207836,8.429341859,1.875600627,3.441723474,2.582835053,3.298760363,2.004226932,1.030598909,2.966404331,2.763875504,2.167270705,0.486712324
2039,2.276340193,3.659107321,3.198745682,2.30967293,4.422353257,1.809544289,9.773131195,3.912622404,1.85992772,3.335784538,2.981897792,2.398120364,3.6565823,1.730464872,2.340093357,3.065606346,3.761012796,1.768514075,2.562670217,6.614125277,1.532212039,2.719789186,2.072244965,2.602516926,1.62456732,0.860853762,2.331303301,2.189405661,1.73675788,0.446494214
2040,1.79205677,2.818795509,2.489075156,1.826269557,3.369649876,1.443413983,7.510826618,3.070621215,1.475654656,2.591780242,2.320174978,1.885156312,2.837287981,1.376718897,1.840140461,2.393327558,2.920509287,1.412306705,2.001023969,5.110411758,1.244663299,2.127109743,1.649518939,2.032436402,1.309168122,0.721380116,1.816026741,1.719255933,1.387158141,0.421902151
2041,1.525102136,2.352387654,2.09699416,1.561899764,2.784220797,1.241202816,6.267637981,2.610386786,1.263249124,2.18742376,1.954840705,1.60260863,2.385383698,1.180978548,1.563836736,2.021636957,2.459586752,1.218629737,1.691354055,4.285763129,1.088702605,1.798598648,1.41822827,1.716822277,1.137357586,0.644642898,1.529608695,1.459985937,1.193571644,0.411113982
2042,1.321237647,1.996590496,1.797119661,1.359609689,2.339517232,1.086128631,5.312574492,2.255031439,1.100701287,1.874945674,1.676047749,1.386474362,2.039319427,1.031717602,1.352436388,1.736212466,2.104101231,1.073826292,1.45492306,3.652821635,0.968881394,1.546732887,1.240993872,1.475477345,1.005757621,0.586028545,1.311512612,1.262175195,1.046328977,0.404340773
2043,1.138167901,1.679558955,1.52759208,1.176154926,1.946760701,0.946156335,4.443784447,1.927505561,0.954540865,1.59294113,1.426219787,1.192250533,1.727288065,0.89845164,1.162311428,1.478346874,1.778122313,0.944275969,1.242663444,3.076654653,0.858604192,1.320472638,1.079747411,1.259072313,0.885693873,0.533300578,1.118015358,1.084865397,0.915519,0.399384074
2044,0.975377725,1.399795434,1.287605938,1.011530236,1.603235835,0.82108091,3.661146261,1.628582419,0.824368432,1.340947935,1.204406892,1.019426823,1.44870085,0.780618507,0.992852687,1.247828548,1.482230091,0.827364506,1.053897169,2.556982492,0.758132048,1.119524783,0.934377807,1.066905419,0.777230464,0.486348623,0.947985788,0.927469095,0.800436873,0.395805725
2045,0.819010509,1.1340936,1.056822262,0.851307719,1.280507849,0.700433168,2.897164518,1.332094533,0.69917119,1.098383585,0.99166155,0.853363078,1.179948238,0.668292225,0.829714368,1.025473951,1.191317131,0.713822765,0.87247401,2.048530962,0.658347445,0.92757572,0.7920425,0.882853349,0.670676116,0.441147364,0.787348457,0.776569666,0.691415641,0.393085188
2046,0.705414948,0.941075314,0.88844607,0.735016777,1.047287237,0.612320404,2.337332129,1.11320951,0.607811956,0.920004578,0.836875694,0.732379698,0.983910772,0.586775646,0.710443696,0.863079287,0.977427943,0.630766108,0.740520504,1.675714809,0.585357785,0.788143488,0.687886443,0.748756711,0.593056104,0.408355457,0.670844474,0.66705064,0.612576923,0.3914849
2047,0.593575894,0.753438449,0.722378357,0.618844637,0.823070113,0.525358201,1.776558218,0.890561782,0.517704805,0.744041919,0.684501056,0.613137601,0.790108463,0.507129502,0.592693815,0.702814657,0.762525169,0.545787879,0.610392428,1.301220512,0.510826273,0.652268793,0.583030266,0.617133557,0.514696815,0.375983245,0.558162814,0.559397646,0.53607434,0.390237984
2048,0.49252181,0.585529357,0.571825038,0.512730103,0.624412414,0.44660877,1.261524455,0.683519711,0.436034681,0.583995827,0.546623917,0.505131973,0.614275901,0.435563515,0.48581881,0.5575979,0.564892416,0.465114179,0.492528993,0.956510933,0.441419431,0.530654964,0.486332958,0.498301146,0.442416102,0.346681261,0.45774269,0.462254055,0.467791774,0.389362772
2049,0.397613047,0.429606345,0.429980218,0.411784142,0.441954194,0.372610362,0.769120516,0.483351576,0.359167707,0.432575696,0.416923167,0.403479772,0.448582669,0.368759629,0.385052852,0.420900825,0.375402241,0.386652386,0.381509698,0.626253957,0.37399269,0.417609983,0.393435496,0.386817036,0.372826195,0.319098314,0.364936536,0.371148282,0.404528815,0.388744519
2050,0.305108081,0.279501383,0.301098773,0.312031372,0.268465071,0.300583177,0.280074099,0.282849743,0.28425955,0.283895081,0.29035864,0.304347526,0.286798637,0.304083281,0.286564527,0.287377975,0.185311362,0.308552166,0.272971475,0.297687214,0.305897297,0.308349862,0.300763156,0.278288502,0.303011247,0.292154997,0.276125976,0.282513164,0.34377881,0.388318116
